,GO.ID,Term,Annotated,Significant,Expected,Rank in classicFisher,classicFisher,classicKS,elimKS
1354,GO:0019941,modification-dependent protein catabolic...,230,3,10.49,909,0.9986,0.99315,0.99315
1288,GO:0051179,localization,1347,42,61.42,910,0.99865,0.70449,0.97907
837,GO:0051641,cellular localization,622,15,28.36,911,0.99869,0.55734,0.68815
1355,GO:0043632,modification-dependent macromolecule cat...,236,3,10.76,912,0.9989,0.99337,0.99337
1309,GO:0008104,protein localization,382,7,17.42,914,0.99896,0.97681,0.98453
1421,GO:0071705,nitrogen compound transport,415,8,18.92,913,0.99896,0.99974,0.99978
1308,GO:0070727,cellular macromolecule localization,383,7,17.46,915,0.99899,0.97381,0.98432
1083,GO:1901137,carbohydrate derivative biosynthetic pro...,250,3,11.4,916,0.99938,0.87166,0.87166
1068,GO:0051649,establishment of localization in cell,497,10,22.66,917,0.99941,0.72682,0.86085
1402,GO:0006629,lipid metabolic process,403,7,18.38,918,0.99949,0.999,0.999
1330,GO:0051603,proteolysis involved in protein cataboli...,262,3,11.95,919,0.99962,0.98933,0.98933
1322,GO:0030163,protein catabolic process,274,3,12.49,920,0.99977,0.98709,0.98709
1241,GO:0044255,cellular lipid metabolic process,318,4,14.5,921,0.99979,0.96302,0.96302
846,GO:0016192,vesicle-mediated transport,319,4,14.55,922,0.9998,0.69773,0.69773
1207,GO:0046907,intracellular transport,453,7,20.66,923,0.99991,0.83242,0.94384
1408,GO:0008610,lipid biosynthetic process,214,1,9.76,924,0.99996,0.99948,0.99948
611,GO:0036211,protein modification process,873,19,39.81,925,0.99997,0.05142,0.4527
19,GO:0043244,regulation of protein-containing complex...,22,0,1,928,1,0.00459,0.00459
22,GO:0051261,protein depolymerization,19,0,0.87,929,1,0.00495,0.00495
25,GO:0045787,positive regulation of cell cycle,14,0,0.64,930,1,0.00712,0.00712
45,GO:1901879,regulation of protein depolymerization,15,0,0.68,931,1,0.01194,0.01194
50,GO:0045005,DNA-templated DNA replication maintenanc...,12,0,0.55,932,1,0.01313,0.01313
61,GO:0009084,glutamine family amino acid biosynthetic...,10,0,0.46,933,1,0.01682,0.01682
67,GO:0045216,cell-cell junction organization,13,0,0.59,934,1,0.01854,0.01854
73,GO:0090068,positive regulation of cell cycle proces...,11,0,0.5,935,1,0.02055,0.02055
76,GO:0018210,peptidyl-threonine modification,12,0,0.55,936,1,0.02307,0.02307
79,GO:0032465,regulation of cytokinesis,11,0,0.5,937,1,0.02606,0.02606
80,GO:0051302,regulation of cell division,12,0,0.55,938,1,0.0261,0.0261
81,GO:0045332,phospholipid translocation,11,0,0.5,939,1,0.0273,0.0273
84,GO:0043066,negative regulation of apoptotic process,19,0,0.87,940,1,0.03089,0.03089
85,GO:0043069,negative regulation of programmed cell d...,19,0,0.87,941,1,0.03089,0.03089
86,GO:0060548,negative regulation of cell death,19,0,0.87,942,1,0.03089,0.03089
87,GO:0006754,ATP biosynthetic process,18,0,0.82,943,1,0.03103,0.03103
89,GO:0051494,negative regulation of cytoskeleton orga...,33,0,1.5,944,1,0.03176,0.03176
90,GO:0051090,regulation of DNA-binding transcription ...,21,0,0.96,945,1,0.03202,0.03202
91,GO:0030042,actin filament depolymerization,13,0,0.59,946,1,0.03214,0.03214
92,GO:0043242,negative regulation of protein-containin...,13,0,0.59,947,1,0.03214,0.03214
93,GO:1901880,negative regulation of protein depolymer...,13,0,0.59,948,1,0.03214,0.03214
94,GO:0044089,positive regulation of cellular componen...,19,0,0.87,949,1,0.03284,0.03284
102,GO:0018107,peptidyl-threonine phosphorylation,11,0,0.5,950,1,0.03602,0.03602
104,GO:0048511,rhythmic process,15,0,0.68,951,1,0.03699,0.03699
105,GO:0015986,proton motive force-driven ATP synthesis,17,0,0.78,952,1,0.03764,0.03764
125,GO:0071897,DNA biosynthetic process,19,0,0.87,953,1,0.04336,0.04336
130,GO:0051091,positive regulation of DNA-binding trans...,20,0,0.91,954,1,0.04677,0.04677
131,GO:0030834,regulation of actin filament depolymeriz...,12,0,0.55,955,1,0.0468,0.0468
137,GO:0031124,mRNA 3'-end processing,29,0,1.32,956,1,0.05013,0.05013
139,GO:0036353,histone H2A-K119 monoubiquitination,16,0,0.73,957,1,0.05106,0.05106
152,GO:0006378,mRNA polyadenylation,18,0,0.82,958,1,0.05461,0.05461
153,GO:0043631,RNA polyadenylation,18,0,0.82,959,1,0.05461,0.05461
154,GO:0007623,circadian rhythm,14,0,0.64,960,1,0.05489,0.05489
156,GO:0031333,negative regulation of protein-containin...,15,0,0.68,961,1,0.0573,0.0573
162,GO:0016556,mRNA modification,12,0,0.55,962,1,0.06261,0.06261
163,GO:0007062,sister chromatid cohesion,18,0,0.82,963,1,0.06282,0.06282
173,GO:0030835,negative regulation of actin filament de...,11,0,0.5,964,1,0.06799,0.06799
174,GO:0051693,actin filament capping,11,0,0.5,965,1,0.06799,0.06799
182,GO:0034204,lipid translocation,12,0,0.55,966,1,0.07125,0.07125
184,GO:0000076,DNA replication checkpoint signaling,13,0,0.59,967,1,0.07205,0.07205
221,GO:1902904,negative regulation of supramolecular fi...,17,0,0.78,968,1,0.09342,0.09342
222,GO:0010390,histone monoubiquitination,19,0,0.87,969,1,0.09363,0.09363
226,GO:0033522,histone H2A ubiquitination,20,0,0.91,970,1,0.09536,0.09536
229,GO:0098742,cell-cell adhesion via plasma-membrane a...,46,0,2.1,971,1,0.09753,0.09753
230,GO:0051016,barbed-end actin filament capping,10,0,0.46,972,1,0.09845,0.09845
231,GO:0030837,negative regulation of actin filament po...,13,0,0.59,973,1,0.09872,0.09872
232,GO:0032272,negative regulation of protein polymeriz...,13,0,0.59,974,1,0.09872,0.09872
233,GO:0000381,"regulation of alternative mRNA splicing,...",16,0,0.73,975,1,0.10009,0.10009
234,GO:0015914,phospholipid transport,18,0,0.82,976,1,0.10053,0.10053
239,GO:1902905,positive regulation of supramolecular fi...,10,0,0.46,977,1,0.10177,0.10177
246,GO:0009451,RNA modification,96,0,4.38,978,1,0.10463,0.10463
247,GO:0022412,cellular process involved in reproductio...,13,0,0.59,979,1,0.10505,0.10505
249,GO:0035518,histone H2A monoubiquitination,17,0,0.78,980,1,0.10574,0.10574
252,GO:0016079,synaptic vesicle exocytosis,11,0,0.5,981,1,0.10634,0.10634
255,GO:0009895,negative regulation of catabolic process,11,0,0.5,982,1,0.10938,0.10938
256,GO:0031330,negative regulation of cellular cataboli...,11,0,0.5,983,1,0.10938,0.10938
258,GO:0007051,spindle organization,35,0,1.6,984,1,0.11364,0.11364
261,GO:0043433,negative regulation of DNA-binding trans...,14,0,0.64,985,1,0.1148,0.1148
263,GO:0031122,cytoplasmic microtubule organization,13,0,0.59,986,1,0.11654,0.11654
264,GO:0097035,regulation of membrane lipid distributio...,13,0,0.59,987,1,0.11792,0.11792
274,GO:0007156,homophilic cell adhesion via plasma memb...,42,0,1.92,988,1,0.12487,0.12487
285,GO:0035601,protein deacylation,20,0,0.91,989,1,0.1276,0.1276
286,GO:0098732,macromolecule deacylation,20,0,0.91,990,1,0.1276,0.1276
287,GO:0031109,microtubule polymerization or depolymeri...,21,0,0.96,991,1,0.12848,0.12848
293,GO:0000478,endonucleolytic cleavage involved in rRN...,13,0,0.59,992,1,0.1319,0.1319
294,GO:0000479,endonucleolytic cleavage of tricistronic...,13,0,0.59,993,1,0.1319,0.1319
295,GO:0090502,"RNA phosphodiester bond hydrolysis, endo...",13,0,0.59,994,1,0.1319,0.1319
298,GO:0033619,membrane protein proteolysis,12,0,0.55,995,1,0.13405,0.13405
304,GO:0000963,mitochondrial RNA processing,11,0,0.5,996,1,0.13745,0.13745
305,GO:0018216,peptidyl-arginine methylation,12,0,0.55,997,1,0.13812,0.13812
308,GO:2001020,regulation of response to DNA damage sti...,10,0,0.46,998,1,0.14062,0.14062
309,GO:0010638,positive regulation of organelle organiz...,22,0,1,999,1,0.14148,0.14148
311,GO:0000380,"alternative mRNA splicing, via spliceoso...",21,0,0.96,1000,1,0.14346,0.14346
315,GO:0018195,peptidyl-arginine modification,13,0,0.59,1001,1,0.145,0.145
329,GO:0032786,positive regulation of DNA-templated tra...,11,0,0.5,1002,1,0.14999,0.14999
331,GO:0009064,glutamine family amino acid metabolic pr...,20,0,0.91,1003,1,0.15087,0.15087
332,GO:0007276,gamete generation,22,0,1,1004,1,0.15169,0.15169
333,GO:0019953,sexual reproduction,22,0,1,1005,1,0.15169,0.15169
334,GO:0048609,multicellular organismal reproductive pr...,22,0,1,1006,1,0.15169,0.15169
336,GO:0010826,negative regulation of centrosome duplic...,16,0,0.73,1007,1,0.15273,0.15273
337,GO:0046600,negative regulation of centriole replica...,16,0,0.73,1008,1,0.15273,0.15273
338,GO:0046606,negative regulation of centrosome cycle,16,0,0.73,1009,1,0.15273,0.15273
339,GO:1902116,negative regulation of organelle assembl...,16,0,0.73,1010,1,0.15273,0.15273
342,GO:0090305,nucleic acid phosphodiester bond hydroly...,33,0,1.5,1011,1,0.1541,0.1541
347,GO:0006766,vitamin metabolic process,12,0,0.55,1012,1,0.15681,0.15681
348,GO:0070507,regulation of microtubule cytoskeleton o...,12,0,0.55,1013,1,0.15733,0.15733
355,GO:0031125,rRNA 3'-end processing,10,0,0.46,1014,1,0.16185,0.16185
358,GO:0000054,ribosomal subunit export from nucleus,12,0,0.55,1015,1,0.16602,0.16602
359,GO:0033750,ribosome localization,12,0,0.55,1016,1,0.16602,0.16602
361,GO:0032088,negative regulation of NF-kappaB transcr...,13,0,0.59,1017,1,0.16893,0.16893
367,GO:0051225,spindle assembly,15,0,0.68,1018,1,0.17786,0.17786
368,GO:0018105,peptidyl-serine phosphorylation,30,0,1.37,1019,1,0.17911,0.17911
373,GO:0016574,histone ubiquitination,24,0,1.09,1020,1,0.18255,0.18255
379,GO:0046034,ATP metabolic process,33,0,1.5,1021,1,0.18828,0.18828
386,GO:0007099,centriole replication,25,0,1.14,1022,1,0.19022,0.19022
387,GO:0098534,centriole assembly,25,0,1.14,1023,1,0.19022,0.19022
394,GO:0051298,centrosome duplication,28,0,1.28,1024,1,0.19462,0.19462
395,GO:0006513,protein monoubiquitination,23,0,1.05,1025,1,0.19701,0.19701
402,GO:0009408,response to heat,21,0,0.96,1026,1,0.2061,0.2061
404,GO:0043412,macromolecule modification,966,19,44.05,926,1,0.01382,0.20932
406,GO:0006301,postreplication repair,10,0,0.46,1027,1,0.21175,0.21175
407,GO:0006898,receptor-mediated endocytosis,24,0,1.09,1028,1,0.21356,0.21356
408,GO:0043628,regulatory ncRNA 3'-end processing,15,0,0.68,1029,1,0.21513,0.21513
409,GO:0051092,positive regulation of NF-kappaB transcr...,15,0,0.68,1030,1,0.21714,0.21714
410,GO:0051865,protein autoubiquitination,15,0,0.68,1031,1,0.21714,0.21714
412,GO:1902475,L-alpha-amino acid transmembrane transpo...,10,0,0.46,1032,1,0.22003,0.22003
413,GO:0045185,maintenance of protein location,10,0,0.46,1033,1,0.22036,0.22036
425,GO:0006476,protein deacetylation,16,0,0.73,1034,1,0.23003,0.23003
426,GO:0016575,histone deacetylation,16,0,0.73,1035,1,0.23003,0.23003
431,GO:0010972,negative regulation of G2/M transition o...,16,0,0.73,1036,1,0.23267,0.23267
432,GO:1902750,negative regulation of cell cycle G2/M p...,16,0,0.73,1037,1,0.23267,0.23267
436,GO:0051495,positive regulation of cytoskeleton orga...,11,0,0.5,1038,1,0.2361,0.2361
438,GO:0006900,vesicle budding from membrane,17,0,0.78,1039,1,0.24198,0.24198
444,GO:0009395,phospholipid catabolic process,10,0,0.46,1040,1,0.25167,0.25167
445,GO:0044818,mitotic G2/M transition checkpoint,14,0,0.64,1041,1,0.2522,0.2522
448,GO:0018209,peptidyl-serine modification,31,0,1.41,1042,1,0.25322,0.25322
451,GO:0032886,regulation of microtubule-based process,34,0,1.55,1043,1,0.26066,0.26066
456,GO:0046599,regulation of centriole replication,17,0,0.78,1044,1,0.26309,0.26309
458,GO:0000291,nuclear-transcribed mRNA catabolic proce...,13,0,0.59,1045,1,0.26414,0.26414
461,GO:0007064,mitotic sister chromatid cohesion,12,0,0.55,1046,1,0.26786,0.26786
463,GO:0007031,peroxisome organization,18,0,0.82,1047,1,0.27032,0.27032
466,GO:0036260,RNA capping,10,0,0.46,1048,1,0.27323,0.27323
469,GO:1902115,regulation of organelle assembly,23,0,1.05,1049,1,0.28052,0.28052
470,GO:0009266,response to temperature stimulus,23,0,1.05,1050,1,0.2823,0.2823
472,GO:0030111,regulation of Wnt signaling pathway,16,0,0.73,1051,1,0.28788,0.28788
487,GO:0006625,protein targeting to peroxisome,11,0,0.5,1052,1,0.30223,0.30223
488,GO:0072662,protein localization to peroxisome,11,0,0.5,1053,1,0.30223,0.30223
489,GO:0072663,establishment of protein localization to...,11,0,0.5,1054,1,0.30223,0.30223
490,GO:0016126,sterol biosynthetic process,11,0,0.5,1055,1,0.30304,0.30304
496,GO:0006694,steroid biosynthetic process,13,0,0.59,1056,1,0.31086,0.31086
501,GO:0003006,developmental process involved in reprod...,22,0,1,1057,1,0.31736,0.31736
502,GO:0032509,endosome transport via multivesicular bo...,18,0,0.82,1058,1,0.3183,0.3183
503,GO:0045324,late endosome to vacuole transport,18,0,0.82,1059,1,0.3183,0.3183
504,GO:0071985,multivesicular body sorting pathway,18,0,0.82,1060,1,0.3183,0.3183
506,GO:0060828,regulation of canonical Wnt signaling pa...,12,0,0.55,1061,1,0.31943,0.31943
510,GO:0007052,mitotic spindle organization,24,0,1.09,1062,1,0.32377,0.32377
511,GO:0034427,nuclear-transcribed mRNA catabolic proce...,11,0,0.5,1063,1,0.32427,0.32427
513,GO:0042026,protein refolding,30,0,1.37,1064,1,0.32546,0.32546
522,GO:0046785,microtubule polymerization,12,0,0.55,1065,1,0.34062,0.34062
534,GO:0015807,L-amino acid transport,12,0,0.55,1066,1,0.35245,0.35245
536,GO:0006767,water-soluble vitamin metabolic process,10,0,0.46,1067,1,0.35431,0.35431
553,GO:0051180,vitamin transport,10,0,0.46,1068,1,0.36589,0.36589
566,GO:0015919,peroxisomal membrane transport,13,0,0.59,1069,1,0.38901,0.38901
567,GO:0043574,peroxisomal transport,13,0,0.59,1070,1,0.38901,0.38901
572,GO:0000469,cleavage involved in rRNA processing,20,0,0.91,1071,1,0.39806,0.39806
573,GO:0090501,RNA phosphodiester bond hydrolysis,20,0,0.91,1072,1,0.39806,0.39806
578,GO:0009311,oligosaccharide metabolic process,11,0,0.5,1073,1,0.40255,0.40255
580,GO:0010824,regulation of centrosome duplication,18,0,0.82,1074,1,0.40284,0.40284
581,GO:0046605,regulation of centrosome cycle,18,0,0.82,1075,1,0.40284,0.40284
585,GO:0019432,triglyceride biosynthetic process,12,0,0.55,1076,1,0.4137,0.4137
586,GO:0046460,neutral lipid biosynthetic process,12,0,0.55,1077,1,0.4137,0.4137
587,GO:0046463,acylglycerol biosynthetic process,12,0,0.55,1078,1,0.4137,0.4137
588,GO:0016573,histone acetylation,31,0,1.41,1079,1,0.41745,0.41745
589,GO:0031396,regulation of protein ubiquitination,16,0,0.73,1080,1,0.41886,0.41886
593,GO:0001510,RNA methylation,45,0,2.05,1081,1,0.42793,0.42793
598,GO:0008333,endosome to lysosome transport,11,0,0.5,1082,1,0.44009,0.44009
604,GO:0044092,negative regulation of molecular functio...,40,0,1.82,1083,1,0.44374,0.44374
606,GO:0016125,sterol metabolic process,16,0,0.73,1084,1,0.4449,0.4449
607,GO:0098656,monoatomic anion transmembrane transport,24,0,1.09,1085,1,0.44576,0.44576
617,GO:0072583,clathrin-dependent endocytosis,10,0,0.46,1086,1,0.45579,0.45579
626,GO:0006400,tRNA modification,52,0,2.37,1087,1,0.46682,0.46682
629,GO:0006312,mitotic recombination,13,0,0.59,1088,1,0.47489,0.47489
633,GO:0006821,chloride transport,22,0,1,1089,1,0.47691,0.47691
635,GO:0015698,inorganic anion transport,29,0,1.32,1090,1,0.4799,0.4799
640,GO:0099518,vesicle cytoskeletal trafficking,12,0,0.55,1091,1,0.48203,0.48203
648,GO:0035249,"synaptic transmission, glutamatergic",15,0,0.68,1092,1,0.49619,0.49619
654,GO:0007283,spermatogenesis,13,0,0.59,1093,1,0.50403,0.50403
655,GO:0048232,male gamete generation,13,0,0.59,1094,1,0.50403,0.50403
657,GO:0070918,regulatory ncRNA processing,14,0,0.64,1095,1,0.50683,0.50683
665,GO:0080135,regulation of cellular response to stres...,26,0,1.19,1096,1,0.51375,0.51375
668,GO:0007269,neurotransmitter secretion,17,0,0.78,1097,1,0.51578,0.51578
669,GO:0099643,signal release from synapse,17,0,0.78,1098,1,0.51578,0.51578
677,GO:0002097,tRNA wobble base modification,15,0,0.68,1099,1,0.53044,0.53044
679,GO:0050684,regulation of mRNA processing,35,0,1.6,1100,1,0.53226,0.53226
683,GO:2000058,regulation of ubiquitin-dependent protei...,19,0,0.87,1101,1,0.54131,0.54131
688,GO:1902476,chloride transmembrane transport,18,0,0.82,1102,1,0.54581,0.54581
690,GO:0006778,porphyrin-containing compound metabolic ...,16,0,0.73,1103,1,0.54784,0.54784
691,GO:0033013,tetrapyrrole metabolic process,16,0,0.73,1104,1,0.54784,0.54784
692,GO:0001539,cilium or flagellum-dependent cell motil...,10,0,0.46,1105,1,0.55113,0.55113
693,GO:0060285,cilium-dependent cell motility,10,0,0.46,1106,1,0.55113,0.55113
697,GO:0034661,ncRNA catabolic process,13,0,0.59,1107,1,0.56019,0.56019
698,GO:0006914,autophagy,67,0,3.05,1108,1,0.56052,0.56052
699,GO:0061919,process utilizing autophagic mechanism,67,0,3.05,1109,1,0.56052,0.56052
702,GO:0009952,anterior/posterior pattern specification,14,0,0.64,1110,1,0.56621,0.56621
705,GO:0019646,aerobic electron transport chain,34,0,1.55,1111,1,0.56659,0.56659
706,GO:0042775,mitochondrial ATP synthesis coupled elec...,34,0,1.55,1112,1,0.56659,0.56659
712,GO:0072350,tricarboxylic acid metabolic process,10,0,0.46,1113,1,0.57304,0.57304
717,GO:0031398,positive regulation of protein ubiquitin...,12,0,0.55,1114,1,0.57517,0.57517
718,GO:1903322,positive regulation of protein modificat...,12,0,0.55,1115,1,0.57517,0.57517
732,GO:0098661,inorganic anion transmembrane transport,23,0,1.05,1116,1,0.58501,0.58501
734,GO:0048024,"regulation of mRNA splicing, via spliceo...",27,0,1.23,1117,1,0.58839,0.58839
735,GO:0006779,porphyrin-containing compound biosynthet...,15,0,0.68,1118,1,0.58843,0.58843
736,GO:0033014,tetrapyrrole biosynthetic process,15,0,0.68,1119,1,0.58843,0.58843
737,GO:0042440,pigment metabolic process,15,0,0.68,1120,1,0.58843,0.58843
739,GO:0006475,internal protein amino acid acetylation,32,0,1.46,1121,1,0.59257,0.59257
740,GO:0018393,internal peptidyl-lysine acetylation,32,0,1.46,1122,1,0.59257,0.59257
741,GO:0018394,peptidyl-lysine acetylation,32,0,1.46,1123,1,0.59257,0.59257
742,GO:0010257,NADH dehydrogenase complex assembly,18,0,0.82,1124,1,0.59379,0.59379
743,GO:0032981,mitochondrial respiratory chain complex ...,18,0,0.82,1125,1,0.59379,0.59379
744,GO:0009225,nucleotide-sugar metabolic process,12,0,0.55,1126,1,0.59446,0.59446
745,GO:0001522,pseudouridine synthesis,13,0,0.59,1127,1,0.59465,0.59465
750,GO:0070972,protein localization to endoplasmic reti...,29,0,1.32,1128,1,0.60152,0.60152
752,GO:0006120,"mitochondrial electron transport, NADH t...",13,0,0.59,1129,1,0.60237,0.60237
754,GO:0019395,fatty acid oxidation,26,0,1.19,1130,1,0.60343,0.60343
755,GO:0034440,lipid oxidation,26,0,1.19,1131,1,0.60343,0.60343
756,GO:0032504,multicellular organism reproduction,43,0,1.96,1132,1,0.6042,0.6042
758,GO:0000966,RNA 5'-end processing,11,0,0.5,1133,1,0.60727,0.60727
765,GO:0000045,autophagosome assembly,21,0,0.96,1134,1,0.60982,0.60982
766,GO:0016075,rRNA catabolic process,12,0,0.55,1135,1,0.61272,0.61272
769,GO:0015908,fatty acid transport,10,0,0.46,1136,1,0.61401,0.61401
770,GO:0043094,cellular metabolic compound salvage,12,0,0.55,1137,1,0.61538,0.61538
775,GO:0002098,tRNA wobble uridine modification,14,0,0.64,1138,1,0.61816,0.61816
777,GO:0022900,electron transport chain,45,0,2.05,1139,1,0.61854,0.61854
780,GO:0000466,maturation of 5.8S rRNA from tricistroni...,18,0,0.82,1140,1,0.62063,0.62063
781,GO:0007218,neuropeptide signaling pathway,16,0,0.73,1141,1,0.62181,0.62181
786,GO:0006635,fatty acid beta-oxidation,24,0,1.09,1142,1,0.62742,0.62742
787,GO:0042168,heme metabolic process,14,0,0.64,1143,1,0.63127,0.63127
788,GO:0046148,pigment biosynthetic process,14,0,0.64,1144,1,0.63127,0.63127
791,GO:0030509,BMP signaling pathway,20,0,0.91,1145,1,0.63361,0.63361
792,GO:0071772,response to BMP,20,0,0.91,1146,1,0.63361,0.63361
793,GO:0071773,cellular response to BMP stimulus,20,0,0.91,1147,1,0.63361,0.63361
795,GO:0006376,mRNA splice site selection,13,0,0.59,1148,1,0.63671,0.63671
796,GO:0045292,"mRNA cis splicing, via spliceosome",13,0,0.59,1149,1,0.63671,0.63671
798,GO:0006123,"mitochondrial electron transport, cytoch...",10,0,0.46,1150,1,0.63784,0.63784
799,GO:0018208,peptidyl-proline modification,19,0,0.87,1151,1,0.63803,0.63803
800,GO:0032434,regulation of proteasomal ubiquitin-depe...,17,0,0.78,1152,1,0.63948,0.63948
805,GO:1903320,regulation of protein modification by sm...,17,0,0.78,1153,1,0.64589,0.64589
813,GO:0042147,"retrograde transport, endosome to Golgi",24,0,1.09,1154,1,0.658,0.658
816,GO:0016482,cytosolic transport,35,0,1.6,1155,1,0.66425,0.66425
817,GO:0045860,positive regulation of protein kinase ac...,13,0,0.59,1156,1,0.66637,0.66637
819,GO:0003002,regionalization,17,0,0.78,1157,1,0.66815,0.66815
821,GO:0006487,protein N-linked glycosylation,33,0,1.5,1158,1,0.67315,0.67315
822,GO:0006783,heme biosynthetic process,13,0,0.59,1159,1,0.67622,0.67622
823,GO:0007007,inner mitochondrial membrane organizatio...,12,0,0.55,1160,1,0.67796,0.67796
824,GO:0055088,lipid homeostasis,11,0,0.5,1161,1,0.67904,0.67904
827,GO:0009262,deoxyribonucleotide metabolic process,10,0,0.46,1162,1,0.68123,0.68123
831,GO:0006836,neurotransmitter transport,23,0,1.05,1163,1,0.68405,0.68405
832,GO:0072329,monocarboxylic acid catabolic process,34,0,1.55,1164,1,0.68442,0.68442
834,GO:0016197,endosomal transport,69,0,3.15,1165,1,0.68686,0.68686
840,GO:0006119,oxidative phosphorylation,41,0,1.87,1166,1,0.69213,0.69213
842,GO:0000959,mitochondrial RNA metabolic process,20,0,0.91,1167,1,0.69327,0.69327
843,GO:0035592,establishment of protein localization to...,19,0,0.87,1168,1,0.69583,0.69583
844,GO:0071692,protein localization to extracellular re...,19,0,0.87,1169,1,0.69583,0.69583
847,GO:0042326,negative regulation of phosphorylation,12,0,0.55,1170,1,0.69792,0.69792
851,GO:1905037,autophagosome organization,23,0,1.05,1171,1,0.70147,0.70147
852,GO:0022904,respiratory electron transport chain,40,0,1.82,1172,1,0.70298,0.70298
854,GO:0000154,rRNA modification,20,0,0.91,1173,1,0.70624,0.70624
855,GO:0043410,positive regulation of MAPK cascade,10,0,0.46,1174,1,0.70669,0.70669
857,GO:0071577,zinc ion transmembrane transport,14,0,0.64,1175,1,0.70744,0.70744
858,GO:0009062,fatty acid catabolic process,31,0,1.41,1176,1,0.70781,0.70781
870,GO:0038202,TORC1 signaling,12,0,0.55,1177,1,0.72142,0.72142
871,GO:0001708,cell fate specification,11,0,0.5,1178,1,0.72147,0.72147
877,GO:0071025,RNA surveillance,10,0,0.46,1179,1,0.72734,0.72734
878,GO:0043086,negative regulation of catalytic activit...,20,0,0.91,1180,1,0.72792,0.72792
880,GO:0051084,'de novo' post-translational protein fol...,21,0,0.96,1181,1,0.72895,0.72895
881,GO:0051085,chaperone cofactor-dependent protein ref...,21,0,0.96,1182,1,0.72895,0.72895
884,GO:0090287,regulation of cellular response to growt...,11,0,0.5,1183,1,0.73363,0.73363
885,GO:0006490,oligosaccharide-lipid intermediate biosy...,11,0,0.5,1184,1,0.73377,0.73377
890,GO:0032386,regulation of intracellular transport,11,0,0.5,1185,1,0.74164,0.74164
893,GO:0016485,protein processing,40,0,1.82,1186,1,0.74403,0.74403
894,GO:2000060,positive regulation of ubiquitin-depende...,15,0,0.68,1187,1,0.74545,0.74545
899,GO:0030198,extracellular matrix organization,24,0,1.09,1188,1,0.7489,0.7489
900,GO:0043062,extracellular structure organization,24,0,1.09,1189,1,0.7489,0.7489
901,GO:0045229,external encapsulating structure organiz...,24,0,1.09,1190,1,0.7489,0.7489
905,GO:0090630,activation of GTPase activity,23,0,1.05,1191,1,0.75127,0.75127
906,GO:0070848,response to growth factor,28,0,1.28,1192,1,0.75355,0.75355
907,GO:0071363,cellular response to growth factor stimu...,28,0,1.28,1193,1,0.75355,0.75355
908,GO:0045732,positive regulation of protein catabolic...,20,0,0.91,1194,1,0.75523,0.75523
912,GO:0009593,detection of chemical stimulus,14,0,0.64,1195,1,0.75647,0.75647
913,GO:0050906,detection of stimulus involved in sensor...,14,0,0.64,1196,1,0.75647,0.75647
914,GO:0050907,detection of chemical stimulus involved ...,14,0,0.64,1197,1,0.75647,0.75647
916,GO:0042773,ATP synthesis coupled electron transport,35,0,1.6,1198,1,0.75896,0.75896
921,GO:0016236,macroautophagy,40,0,1.82,1199,1,0.76235,0.76235
924,GO:0035304,regulation of protein dephosphorylation,10,0,0.46,1200,1,0.76397,0.76397
928,GO:1990778,protein localization to cell periphery,32,0,1.46,1201,1,0.76733,0.76733
933,GO:0044804,autophagy of nucleus,11,0,0.5,1202,1,0.77025,0.77025
938,GO:0036503,ERAD pathway,43,0,1.96,1203,1,0.77501,0.77501
939,GO:0000413,protein peptidyl-prolyl isomerization,16,0,0.73,1204,1,0.77625,0.77625
941,GO:0006555,methionine metabolic process,12,0,0.55,1205,1,0.77646,0.77646
942,GO:0009086,methionine biosynthetic process,12,0,0.55,1206,1,0.77646,0.77646
953,GO:0007178,transmembrane receptor protein serine/th...,26,0,1.19,1207,1,0.78448,0.78448
955,GO:0043543,protein acylation,57,0,2.6,1208,1,0.78574,0.78574
959,GO:0007033,vacuole organization,35,0,1.6,1209,1,0.78615,0.78615
961,GO:0072659,protein localization to plasma membrane,29,0,1.32,1210,1,0.7867,0.7867
962,GO:0006458,'de novo' protein folding,22,0,1,1211,1,0.78711,0.78711
964,GO:0001933,negative regulation of protein phosphory...,11,0,0.5,1212,1,0.78912,0.78912
966,GO:0034097,response to cytokine,10,0,0.46,1213,1,0.79059,0.79059
968,GO:0006641,triglyceride metabolic process,18,0,0.82,1214,1,0.79146,0.79146
969,GO:0010506,regulation of autophagy,23,0,1.05,1215,1,0.79147,0.79147
970,GO:0009306,protein secretion,18,0,0.82,1216,1,0.79368,0.79368
973,GO:0031400,negative regulation of protein modificat...,19,0,0.87,1217,1,0.79489,0.79489
974,GO:0019932,second-messenger-mediated signaling,13,0,0.59,1218,1,0.7949,0.7949
976,GO:0032436,positive regulation of proteasomal ubiqu...,14,0,0.64,1219,1,0.79942,0.79942
977,GO:0032511,late endosome to vacuole transport via m...,13,0,0.59,1220,1,0.79972,0.79972
978,GO:0007417,central nervous system development,23,0,1.05,1221,1,0.80239,0.80239
979,GO:0030433,ubiquitin-dependent ERAD pathway,37,0,1.69,1222,1,0.80321,0.80321
981,GO:0000422,autophagy of mitochondrion,19,0,0.87,1223,1,0.80439,0.80439
982,GO:0061726,mitochondrion disassembly,19,0,0.87,1224,1,0.80439,0.80439
984,GO:0006084,acetyl-CoA metabolic process,10,0,0.46,1225,1,0.80496,0.80496
